4.17859,0.0690665,6.46851
7.19877,1.56129,16.3064
-6.9554,1.49044,16.982
4.95608,1.04491,19.7172
42.7769,2.32921,88.1494
3.98604,0.864194,4.71068
-28.5667,0.157436,63.3352
-36.9141,-5.39896,47.2952
3.41058,-0.243412,4.36599
26.8175,2.97017,79.9146
-18.5053,2.07896,26.9994
-19.5449,-0.604481,25.2539
16.2949,-5.716,32.0779
-14.7265,-3.19679,24.0994
15.3887,-2.94636,34.543
15.0863,-2.89833,27.9424
-20.9224,-7.7101,32.6353
16.9895,-5.88451,24.8631
-5.91216,-15.6491,63.2825
-19.6992,-1.7312,34.5908
19.1006,-6.82166,64.1236
6.41028,-16.5478,66.9001
14.9176,-4.35453,24.0824
-2.4185,-1.43109,17.9145
61.0951,-30.6361,77.2968
-14.8458,-0.654951,22.4824
-1.71589,1.70308,10.658
19.9185,-1.0921,50.7099
19.1384,-0.271029,34.12
-13.9097,-4.00556,31.3558
16.9008,-8.48287,24.9177
3.02319,1.31247,4.98496
-14.8424,-7.63518,22.0982
17.1313,-8.54138,41.1279
1.35195,1.70906,10.721
3.60036,-0.133425,4.15937
-1.72777,0.246695,10.382
-14.7445,-7.56083,31.2595
-0.409297,-1.98602,10.655
-27.8082,-13.2216,82.8869
17.0724,-8.5359,28.4023
17.7084,-1.70346,63.9675
-14.3003,-2.63192,20.6467
1.02663,0.353143,10.1972
3.37001,1.36295,4.87887
-2.63868,1.70847,10.682
17.2506,-6.03397,45.3872
2.2733,1.69853,10.6723
3.16372,-0.389376,4.57585
3.8039,1.33307,4.3979
-32.5699,-2.94325,37.0322
3.61732,-1.17332,4.64516
-66.6773,-12.4632,103.642
4.28229,-1.49237,51.5615
-31.3753,-0.095107,64.4699
1.96191,-4.36138,44.7826
25.451,-0.673512,65.8727
30.3087,-2.073,53.2278
-38.5026,-5.75988,75.0534
22.0193,-5.09015,45.9774
20.652,-1.17687,51.5277
23.05,3.00107,50.1192
-22.7165,-21.3701,105.149
21.5172,-7.74772,57.6949
23.6005,2.30334,60.028
-136.278,-71.3438,148.398
-63.6009,-50.6968,123.121
-65.4218,-52.2205,120.203
