9.84983,-0.206957,6.13443
10.5384,-0.24174,6.37324
4.78695,2.25651,4.84485
4.14224,1.6347,4.75488
0.0962307,0.979691,2.63308
5.7221,2.18754,5.09253
0.293955,1.19844,2.68028
5.17664,2.21201,4.88847
5.95181,1.88579,5.22903
5.8264,2.45639,5.08163
5.19826,1.96768,4.9976
6.61608,2.01724,5.38812
5.35326,0.466487,5.4412
0.216679,1.60228,2.69315
0.515211,-0.125469,2.21414
4.64979,1.90401,5.07022
13.4035,0.291942,7.46543
7.20957,2.43836,5.5776
6.65913,2.40063,5.34148
18.8072,-0.474839,10.673
4.12506,2.41831,4.53912
5.7642,1.82767,5.44333
4.94102,1.11722,5.17617
5.34565,2.6076,4.93119
0.20801,1.0381,2.65332
26.7723,0.617391,14.2968
-0.270648,1.69139,3.20646
5.34673,2.3038,4.84853
5.2034,1.90301,5.3225
12.0736,2.84308,6.92577
0.829324,2.56191,3.14075
5.47723,1.74124,5.39572
6.17632,2.66935,5.15256
5.58479,0.949007,5.28429
4.04497,1.19458,4.67705
0.310862,0.886974,2.63392
8.68254,2.86396,5.4647
8.70518,1.48721,5.81447
4.39256,1.19295,4.84487
-0.232862,-0.780605,2.56832
5.9159,2.26176,5.08545
0.0253623,1.17131,2.67492
5.30651,1.32453,5.32581
37.7439,-8.46463,38.1954
187.14,-68.4994,181.681
8.44107,1.36667,9.30203
6.06269,1.88433,6.96445
9.94365,0.49359,9.5246
14.6787,-1.21875,13.9534
10.0224,-0.696491,7.1079
18.922,-3.58636,16.8517
0.580746,2.57871,3.05533
1.31356,2.35528,3.16356
1.09082,3.10824,2.79915
0.550976,2.47613,3.10304
3.51801,4.44902,2.38753
5.6904,4.08738,3.04156
7.00551,8.45453,-2.18728
3.2374,9.3373,0.550837
4.11416,9.03921,1.20951
4.97692,8.26489,3.1297
4.13413,9.11252,2.44288
4.0094,0.668516,6.04721
5.38857,-0.521107,3.73894
4.35146,0.0979295,5.99155
4.99018,-1.41681,4.48158
5.24204,-0.415061,4.12018
5.23176,1.33962,3.28194
-2.99645,9.00738,4.12689
-1.17375,6.36029,4.84631
2.12922,3.41087,6.02865
1.39884,4.85982,3.75508
-2.02279,8.55867,3.99555
-5.49329,12.5121,4.35911
6.26675,-1.91219,7.63761
5.74931,0.209871,6.56483
6.43138,-0.696266,6.25599
