5.72181,0.953432,6.13181
7.10216,-1.69121,4.59342
6.56005,-1.47872,6.62867
10.1327,-3.03361,4.40522
11.0413,-3.04275,8.41604
4.88987,-1.77063,2.91123
5.45502,-0.515373,4.59754
8.52458,-3.08518,7.07185
9.74455,-3.83597,3.95644
15.6598,-2.26038,4.68197
16.1727,-3.43804,9.8251
10.0635,0.763183,6.24456
16.8216,-3.6414,5.39583
3.75784,-1.21865,13.4614
12.9988,-0.107626,3.27787
16.9242,-1.96584,9.53371
11.3347,-1.62308,0.600305
21.7537,-7.30081,11.9096
7.95601,0.15795,-0.956216
12.1224,2.84677,5.61092
21.9443,-7.86456,7.9205
6.28223,-3.17482,-0.358929
2.61609,3.55296,4.90342
5.29106,-0.216094,0.287752
5.89223,-2.56051,-0.184335
5.5482,-0.644591,1.56417
-2.49274,-0.0884405,5.76247
-5.64018,0.113723,2.32716
-4.98481,-0.229739,2.03647
-8.13423,-1.82415,-1.2438
-2.0205,2.24072,3.34931
-2.36707,3.15075,2.35751
-7.96388,-1.90776,-0.727812
73.4915,-5.08341,6.48252
56.3834,-0.513196,0.875712
3.57653,-1.88949,3.40977
114.505,-8.9012,2.43247
62.0834,-2.30916,-0.953593
-4.79788,8.21176,13.5156
8.46589,0.944526,3.93661
10.9862,0.111049,0.800941
7.21519,1.22381,5.45627
9.09942,0.858076,3.0793
7.1747,1.65358,5.66939
8.98383,1.52623,3.42469
11.708,2.40376,1.44389
11.6907,2.22435,2.14358
12.0476,2.95709,2.03897
11.0185,1.19368,4.21002
11.4486,1.59394,3.58548
12.875,2.00083,4.65606
27.9894,-2.83592,5.39019
25.294,1.18916,2.74614
14.583,-1.10528,-1.5173
19.8758,-2.01292,0.95664
20.6636,-3.83498,2.43056
24.3089,-1.24899,2.48528
8.04278,2.49555,5.63038
8.77867,-4.42989,4.18041
1.73282,3.82977,6.28164
-4.4735,7.18521,8.60569
14.3502,0.0863012,10.2172
58.5861,-3.00379,8.78999
198.632,7.09974,-2.9948
21.9586,-1.78194,10.4059
1.46097,2.86942,7.32572
-5.71176,5.17761,12.5489
-3.91101,-2.22939,0.164924
-2.48329,-1.60337,0.899061
-4.62179,8.51425,8.21801
-0.0884326,0.783844,1.66552
-1.16455,5.46225,7.43708
-3.79423,3.29745,8.1108
-2.40355,-1.31087,0.463081
-6.27644,2.24051,9.33213
-3.01998,0.534727,9.0013
-1.89781,-0.52095,1.57882
-0.107456,7.01428,4.96675
-3,-3.35422,1.89921
-3.02522,-3.17411,2.25132
0.0408675,19.2243,4.04738
-0.582881,8.75653,4.25079
-3.20458,4.31062,6.70559
-3.48304,-3.98369,1.51263
-3.46615,-3.98124,1.51142
-0.927474,-3.19528,2.56997
-0.232619,-3.46006,2.79695
-1.15957,-2.73112,2.59516
-1.0529,-3.02085,2.37429
-1.96244,-3.61005,1.42838
-7.68949,-3.94865,0.287318
-6.20539,-3.83214,1.18419
-8.31201,-3.87081,0.205588
-7.45459,-4.00793,0.557783
-4.63477,-3.69287,1.29255
-3.71705,-4.41457,0.320106
28.9622,25.5355,55.5156
14.1685,31.7684,62.0663
24.4185,27.4261,66.7135
26.981,30.3052,33.4306
22.5818,31.5517,54.9018
42.7252,17.2829,63.5178
17.7061,-2.94197,4.1698
18.6547,-9.21991,2.45018
30.8516,1.88188,12.684
39.4712,-6.96598,0.455613
28.8404,-10.7499,0.612718
25.7325,18.9486,23.2248
13.7453,31.9591,94.9364
80.4292,23.8913,-9.65524
13.9139,27.6286,17.263
18.2206,5.69464,0.995865
319.174,26.6741,65.3024
20.6651,-3.55867,4.60238
-0.296107,-0.724039,5.51331
251.481,-13.8714,19.822
137.674,-9.06363,2.3545
137.259,-21.4389,-19.0491
101.299,-8.319,-9.51487
-8.00387,-4.00842,0.181568
-8.02372,-3.98468,0.171516
-8.11431,-3.9778,0.153569
-8.16027,-3.96582,0.125247
-8.14542,-3.99545,0.147315
-8.11002,-3.97437,0.137426
-8.62937,-3.66601,0.110978
-8.40519,-3.62542,0.0981497
-8.87374,-3.89652,0.10248
234.135,-10.0145,-46.9118
9.56581,6.26028,1.01126
9.83143,5.74369,1.08864
57.3359,1.87418,-4.57973
6.53016,3.72593,4.49872
